epoch,train_loss,eval_loss_mean,auc_roc,auc_pr,eer,eer_th,fpr_at_target_fnr,threshold_at_target_fnr,lr
12,0.008547946810722351,0.011789442971348763,0.6877591470586379,0.7325273502967687,0.3504444846114662,0.005760461845297399,0.7118326568841711,0.0014333237213133745,6.249999999999996e-05
13,0.008073480799794197,0.011309717781841755,0.68834686909783,0.7333847517828913,0.3502801649769131,0.005389892027280611,0.7135744450104343,0.001351240786418592,7.500000000000005e-05
14,0.007520588580518961,0.010669432580471039,0.6888906221484693,0.7336024835829169,0.3480947138373564,0.004792052446274045,0.7071824112263174,0.0012266161991100282,8.750000000000001e-05
15,0.006912156939506531,0.010014324449002743,0.6888149518557567,0.7337977371858719,0.3486205366679265,0.004257801667922564,0.7083162167047341,0.0011218288683424445,9.999999999999996e-05
16,0.006277806591242552,0.009350694715976715,0.6890769163720997,0.7341753832614616,0.3486205366679265,0.0038442007904503418,0.7084641043758318,0.0010355574201398909,0.00011250000000000005
17,0.005657986272126436,0.008753896690905094,0.6885951998694781,0.7344172501785735,0.3494257028772368,0.003455021635302688,0.712506367385839,0.0009681339530926698,0.000125
18,0.005108759738504887,0.008243612013757229,0.6881367827763205,0.7346506261643805,0.35000082159817275,0.0031062617991033468,0.7110603546017714,0.0008943071706382363,0.00011250000000000005
19,0.004680795595049858,0.007826054468750954,0.6880506693559475,0.7345735936918643,0.35049378050183216,0.0029039973808284267,0.7073631628243259,0.0008507434952666738,9.999999999999996e-05
20,0.004360206425189972,0.007523724809288979,0.6877294056505178,0.7345749827841803,0.3512825147476872,0.002725169249770681,0.704323249585093,0.0008058477932711436,8.750000000000001e-05
21,0.004111494868993759,0.007285378407686949,0.6881569631909586,0.7353226050434527,0.3504444846114662,0.002558770618647016,0.7010861527843962,0.0007682698868069537,7.500000000000005e-05
22,0.0039270068518817425,0.00706653343513608,0.6887858515235548,0.7359841481899181,0.3505430763921981,0.0024934146571027353,0.6977997600933336,0.0007554233193540333,6.249999999999996e-05
23,0.003779374761506915,0.006894491612911224,0.6901556663725701,0.7367988991577199,0.350329460867279,0.0024315582817575885,0.698243423106627,0.0007189355884810896,5e-05
24,0.0036633487325161695,0.00674732681363821,0.6897901169979419,0.7367188795883455,0.35120035493041063,0.002362356039605028,0.6977011683126016,0.0006967368935191693,5.625000000000001e-05
25,0.0035760696046054363,0.006570290774106979,0.6905075376195922,0.7371940504942236,0.3507895558440278,0.002270073851311225,0.6971260495916657,0.0006715317893978638,6.249999999999999e-05
26,0.0034815038088709116,0.006471133790910244,0.6903225199285026,0.7375695413738016,0.3510196033324022,0.0022528591539032706,0.6977340322395122,0.00066104989837606,6.875e-05
27,0.003385572461411357,0.006336797494441271,0.6912622708407223,0.7376245407121814,0.3510031713689469,0.002206773509633697,0.6968138422860147,0.0006442018830740718,7.500000000000002e-05
28,0.003289817599579692,0.00619039312005043,0.6907498031711209,0.7375644159411774,0.3511181951131341,0.0021289180908908596,0.6979640797278867,0.0006208059742577279,8.125e-05
29,0.0031986574176698923,0.006009210832417011,0.6917089840839009,0.7384569684406243,0.35074025995366187,0.002051419429554776,0.6961072678574363,0.0006045938868581904,8.750000000000001e-05
30,0.003102900693193078,0.005849427077919245,0.6906813636737893,0.737934087758789,0.35144683438224034,0.0020287377864132462,0.6961729957112576,0.0005997293341227325,8.125e-05
31,0.003011518158018589,0.005750164855271578,0.691738467956843,0.7384546594101045,0.35147969830915093,0.0019642381299615802,0.6960415400036151,0.0005808415321928135,7.500000000000002e-05
32,0.0029340903274714947,0.0055620865896344185,0.6912477445804386,0.7383617848049233,0.3526299357510229,0.001935233600491194,0.6939218167178797,0.0005685817998906754,6.875e-05
33,0.0028614222537726164,0.005440843291580677,0.691176578296071,0.7382543728467419,0.3514139704553297,0.0018819247707413482,0.696665954614917,0.0005571488956478173,6.249999999999999e-05
34,0.002796014305204153,0.005336812697350979,0.6925897181052094,0.7395464234275091,0.3511017631496788,0.0018252571954892013,0.6947927107810112,0.0005457031712361,5.625000000000001e-05
35,0.0027462998405098915,0.005323810037225485,0.693103023907047,0.7397488486353404,0.35198908917626565,0.0018112559443845357,0.6948584386348324,0.0005347744025935477,5e-05
36,0.002694749040529132,0.0051980288699269295,0.6932609385921982,0.7399064886209471,0.35169331383407004,0.00179332819795898,0.6950884861232068,0.0005325351972007905,5.3125000000000024e-05
37,0.0026534164790064096,0.005137997213751078,0.6931215698685829,0.7399447906233134,0.35328721428923543,0.001801530177756833,0.6944476395484497,0.00053816353969641,5.624999999999998e-05
38,0.0026156085077673197,0.005070619285106659,0.6938860931409253,0.7406714352304038,0.3517754736513466,0.001764153581673946,0.6935603135218628,0.0005285547867084637,5.937500000000001e-05
39,0.0025743485894054174,0.004968160297721624,0.6936062911705125,0.7403960580158283,0.35182476954171255,0.0017150031319821725,0.694151864206254,0.0005114413125311256,6.250000000000003e-05
40,0.0025317026302218437,0.004933169577270746,0.6941345014398053,0.7408771259628937,0.35072382799020657,0.0017038036085871042,0.6936589053025946,0.000515341205335354,6.562499999999998e-05
41,0.0024937132839113474,0.0048508127219974995,0.6941005963240761,0.7408605083142569,0.352005521139721,0.0016665108356380292,0.6942997518773518,0.0005102370270462012,6.875e-05
42,0.0024530868977308273,0.004748806357383728,0.6941524648994373,0.7407049764132385,0.3521698407742741,0.0016574349397640883,0.6937739290467818,0.0005061196276175248,6.562499999999998e-05
43,0.002413786482065916,0.004684204701334238,0.6943041057838331,0.7410323896883183,0.35300787091049507,0.0016375692884373215,0.6932316742527564,0.0004943503624643568,6.250000000000003e-05
44,0.002374476520344615,0.004598145838826895,0.6940633823956185,0.7410279180169597,0.35105246725931283,0.001565567569534116,0.6927551473125524,0.00047919279505700285,5.937500000000001e-05
45,0.002341584535315633,0.004591917619109154,0.6961102400838781,0.7420815499484276,0.3516111540167935,0.001595075594878754,0.6908326075882807,0.0004940957310389666,5.624999999999998e-05
46,0.0023088122252374887,0.004537268076092005,0.6957223507707115,0.7415896533258199,0.35180833757825725,0.0015642595098351495,0.6895673464022216,0.00048099920223781213,5.3125000000000024e-05
47,0.002279970096424222,0.004495705012232065,0.6950401210358343,0.7409745800853446,0.3517919056148019,0.0015576226502700913,0.6899945774520597,0.00047361316853621516,5e-05
48,0.0022524117957800627,0.004464846104383469,0.6957404551889468,0.7418620572169313,0.3524163202261038,0.0015415605886585667,0.6901588970866129,0.0004713579895832573,5.15625e-05
49,0.002231697551906109,0.004401258658617735,0.6944951775516929,0.7412956255275658,0.35244918415301446,0.0015097710239616953,0.6921471646647058,0.00046397609004446787,5.312500000000001e-05
final_best,,0.004591917619109154,0.6961102400838781,0.7420815499484276,0.3516111540167935,0.001595075594878754,0.6908326075882807,0.0004940957310389666,
